Date,Iprec,WindSp,WindDir,RH,AirT,Swglob,CloudTrans
17/06/2014 12:00,0.758333,10.0756308591834,20.1120412731701,90.1390215043051,4.99632858798564,29.9995092035372,0.900318336720837
17/06/2014 13:00,0.758333,9.98126556919711,19.9856658403293,89.6961896676126,5.02179720010917,30.0920496525833,0.903722456255754
17/06/2014 14:00,0.758333,9.94638662665937,20.1078882500343,90.2203836781591,4.92975392244645,30.0239871688529,0.901056324545046
17/06/2014 15:00,0.758333,9.94335392482962,20.0065222753925,90.0911988430715,5.04516044542434,29.9855920887541,0.901687735661937
17/06/2014 16:00,0.758333,10.1392574886763,19.9802713791137,89.967162844706,4.94226976891876,30.0941034593966,0.918361809981401
17/06/2014 17:00,0.758333,9.99523944924639,19.8758499260374,89.9406124952184,5.11490836433031,29.9971913258471,0.885950281171594
17/06/2014 18:00,0.758333,10.0494860439506,19.9224957966368,90.0835902341045,5.09424230496734,29.8458754342363,0.889994882320375
17/06/2014 19:00,0.758333,9.9688891390532,19.9311112507211,90.0527112737521,5.0007668207428,30.0494628852018,0.909856126011113
17/06/2014 20:00,0.758333,9.83995530017753,19.9585681845403,89.9638544723869,5.12137066804826,29.998566314306,0.895717435965375
17/06/2014 21:00,0.758333,9.81175935122188,20.1312412794378,89.8270900709999,4.94092634369686,29.9551888222806,0.89657300256878
17/06/2014 22:00,0.758333,10.0795419704549,20.0816351369286,90.1547626596299,5.03673782404259,30.0036262567469,0.881941952314079
17/06/2014 23:00,0.758333,9.95619094041866,20.0752643549609,90.0761387605712,5.12516938846502,30.0058177403519,0.88961104612965
18/06/2014 00:00,0.758333,10.1491637503539,20.0546334898376,90.0540543857515,5.0003220530554,29.8177412639497,0.902507131413502
18/06/2014 01:00,0.758333,10.1255446967355,19.946696405382,90.004803224271,5.12545641254757,30.0500539499189,0.901055631916479
18/06/2014 02:00,0.758333,9.95714979595246,20.0481395717052,90.0783157649348,4.95197955361784,29.8976732223616,0.897718717657034
18/06/2014 03:00,0.758333,10.1542728854782,20.0893753885344,90.1017608202918,5.26950409891131,29.8946362762153,0.88591310996488
18/06/2014 04:00,0.758333,9.98394427521838,19.9940746256223,90.2275220831677,5.01246868484427,29.7890080569751,0.912344734500164
18/06/2014 05:00,0.758333,9.94070763451785,20.0840416627452,89.9834318872331,5.06082290083902,30.09280472063,0.903756010904532
18/06/2014 06:00,0.758333,9.94872327657374,20.2112518401882,89.9524919359641,5.25145309915694,30.0206566802321,0.899222156671166
18/06/2014 07:00,0.758333,9.94299590718661,19.9193691891642,89.9198140372603,4.86353644581509,30.0406835257007,0.900133255178407
